Date,Time,Group nr.,Total,Lying ad.m,Lying ad.f,Lying y,Lying us,Feed ad.m,Feed ad.f,Feed y,Feed us,Other ad.m,Other ad.f,Other y,Other us,,,,,,,
26-Mar,14:40,6,2,0,1,1,0,0,0,0,0,0,0,0,0,,,,,,,
26-Mar,14:40,7,5,0,0,0,0,0,2,2,0,1,0,0,0,,,,,,,
26-Mar,14:40,8,6,0,0,0,1,0,0,0,5,0,0,0,0,,,,,,,
26-Mar,14:40,9,1,0,0,0,0,0,1,0,0,0,0,0,0,,,,,,,
26-Mar,14:50,3,2,0,0,0,0,0,1,1,0,0,0,0,0,,,,,,,
26-Mar,14:50,5,9,0,0,0,0,1,7,1,0,0,0,0,0,,,,,,,
26-Mar,14:50,6,2,0,1,1,0,0,0,0,0,0,0,0,0,,,,,,,
26-Mar,14:50,7,5,0,0,0,0,1,2,2,0,0,0,0,0,,,,,,,
26-Mar,14:50,8,5,0,0,0,0,0,0,0,5,0,0,0,0,,,,,,,
26-Mar,14:50,9,1,0,0,0,0,0,1,0,0,0,0,0,0,,,,,,,
26-Mar,15:00,3,2,0,0,0,0,0,1,1,0,0,0,0,0,,,,,,,
26-Mar,15:00,5,9,0,0,0,0,1,7,1,0,0,0,0,0,,,,,,,
26-Mar,15:00,6,2,0,1,1,0,0,0,0,0,0,0,0,0,,,,,,,
26-Mar,15:00,7,2,0,0,0,0,0,0,2,0,0,0,0,0,,,,,,,
26-Mar,15:00,8,5,0,0,0,2,0,0,0,3,0,0,0,0,,,,,,,
26-Mar,15:00,9,1,0,1,0,0,0,0,0,0,0,0,0,0,,,,,,,
26-Mar,15:10,3,2,0,0,0,0,0,1,1,0,0,0,0,0,,,,,,,
26-Mar,15:10,5,10,0,1,0,0,1,7,1,0,0,0,0,0,,,,,,,
26-Mar,15:10,6,2,0,1,1,0,0,0,0,0,0,0,0,0,,,,,,,
26-Mar,15:10,7,2,0,0,0,0,0,0,2,0,0,0,0,0,,,,,,,
26-Mar,15:10,8,3,0,0,0,2,0,0,0,1,0,0,0,0,,,,,,,
24-Mar,15:19,1,3,0,0,0,0,0,2,1,0,0,0,0,0,,,,,,,
24-Mar,15:19,2,8,0,6,1,0,0,0,0,0,0,1,0,0,,,,,,,
24-Mar,15:29,1,3,0,0,0,0,0,2,1,0,0,0,0,0,,,,,,,
24-Mar,15:29,2,8,0,4,1,0,0,3,0,0,0,0,0,0,,,,,,,
24-Mar,15:39,1,3,0,0,0,0,0,2,1,0,0,0,0,0,,,,,,,
24-Mar,15:39,2,8,0,6,1,0,0,1,0,0,0,0,0,0,,,,,,,
24-Mar,15:49,1,3,0,0,0,0,0,2,1,0,0,0,0,0,,,,,,,
24-Mar,15:49,2,8,0,7,1,0,0,0,0,0,0,0,0,0,,,,,,,
24-Mar,15:59,1,3,0,0,0,0,0,2,1,0,0,0,0,0,,,,,,,
24-Mar,15:59,2,8,0,7,1,0,0,0,0,0,0,0,0,0,,,,,,,
24-Mar,16:09,1,3,0,0,0,0,0,2,1,0,0,0,0,0,,,,,,,
24-Mar,16:09,2,9,0,7,1,0,0,1,0,0,0,0,0,0,,,,,,,
24-Mar,16:19,1,3,0,0,0,0,0,2,1,0,0,0,0,0,,,,,,,
24-Mar,16:19,2,9,0,8,1,0,0,0,0,0,0,0,0,0,,,,,,,
24-Mar,16:29,2,9,0,8,1,0,0,0,0,0,0,0,0,0,,,,,,,
24-Mar,16:39,2,9,0,8,1,0,0,0,0,0,0,0,0,0,,,,,,,
24-Mar,16:49,2,9,0,8,1,0,0,0,0,0,0,0,0,0,,,,,,,
24-Mar,16:59,2,9,0,8,1,0,0,0,0,0,0,0,0,0,,,,,,,
24-Mar,17:09,2,9,0,8,1,0,0,0,0,0,0,0,0,0,,,,,,,
24-Mar,17:19,2,9,0,8,1,0,0,0,0,0,0,0,0,0,,,,,,,
24-Mar,17:29,2,9,0,8,1,0,0,0,0,0,0,0,0,0,,,,,,,
24-Mar,17:39,2,9,0,8,1,0,0,0,0,0,0,0,0,0,,,,,,,
24-Mar,17:49,2,9,0,6,1,0,0,2,0,0,0,0,0,0,,,,,,,
24-Mar,17:59,2,9,0,0,0,0,0,8,1,0,0,0,0,0,,,,,,,
24-Mar,18:09,2,9,0,0,0,0,0,8,1,0,0,0,0,0,,,,,,,
24-Mar,18:19,2,9,0,0,0,0,0,7,1,0,0,1,0,0,,,,,,,
24-Mar,18:29,2,7,0,0,0,0,0,5,1,0,0,1,0,0,,,,,,,
24-Mar,18:29,3,1,0,0,0,0,0,1,0,0,0,0,0,0,,,,,,,
24-Mar,18:39,2,8,0,0,0,0,0,5,1,0,0,2,0,0,,,,,,,
24-Mar,18:39,3,1,0,0,0,0,0,1,0,0,0,0,0,0,,,,,,,
24-Mar,18:49,2,8,0,0,0,0,0,7,1,0,0,0,0,0,,,,,,,
24-Mar,18:49,3,1,0,0,0,0,0,1,0,0,0,0,0,0,,,,,,,
24-Mar,18:59,2,8,0,0,0,0,0,7,1,0,0,0,0,0,,,,,,,
24-Mar,18:59,3,1,0,0,0,0,0,1,0,0,0,0,0,0,,,,,,,
24-Mar,19:09,2,8,0,0,0,0,0,7,1,0,0,0,0,0,,,,,,,
24-Mar,19:09,3,1,0,0,0,0,0,1,0,0,0,0,0,0,,,,,,,
24-Mar,19:19,2,8,0,0,0,0,0,7,1,0,0,0,0,0,,,,,,,
24-Mar,19:19,3,1,0,0,0,0,0,1,0,0,0,0,0,0,,,,,,,
24-Mar,19:29,2,8,0,0,0,0,0,7,1,0,0,0,0,0,,,,,,,
24-Mar,19:29,3,1,0,0,0,0,0,1,0,0,0,0,0,0,,,,,,,
24-Mar,19:39,2,8,0,0,0,0,0,7,1,0,0,0,0,0,,,,,,,
24-Mar,19:39,3,1,0,0,0,0,0,1,0,0,0,0,0,0,,,,,,,
25-Mar,19:50,1,6,1,5,0,0,0,0,0,0,0,0,0,0,,,,,,,
25-Mar,19:50,2,2,0,0,0,0,0,1,1,0,0,0,0,0,,,,,,,
25-Mar,20:00,1,6,1,5,0,0,0,0,0,0,0,0,0,0,,,,,,,
25-Mar,20:00,2,2,0,0,0,0,0,1,1,0,0,0,0,0,,,,,,,
25-Mar,20:10,1,6,1,5,0,0,0,0,0,0,0,0,0,0,,,,,,,
25-Mar,20:10,2,2,0,0,0,0,0,1,1,0,0,0,0,0,,,,,,,
25-Mar,20:20,1,6,1,5,0,0,0,0,0,0,0,0,0,0,,,,,,,
25-Mar,20:20,2,2,0,0,0,0,0,1,1,0,0,0,0,0,,,,,,,
25-Mar,20:40,1,6,1,5,0,0,0,0,0,0,0,0,0,0,,,,,,,
25-Mar,20:40,2,2,0,0,0,0,0,1,1,0,0,0,0,0,,,,,,,
25-Mar,20:50,1,6,1,4,0,0,0,1,0,0,0,0,0,0,,,,,,,
25-Mar,20:50,2,2,0,1,1,0,0,0,0,0,0,0,0,0,,,,,,,
25-Mar,21:00,1,6,1,4,0,0,0,1,0,0,0,0,0,0,,,,,,,
25-Mar,21:00,2,2,0,1,1,0,0,0,0,0,0,0,0,0,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,Lying ad.m,Lying ad.f,Lying y,Lying us,Feed ad.m,Feed ad.f,Feed y,Feed us,Other ad.m,Other ad.f,Other y,Other us,,,,,,,
,,,Total,41,423,114,6,44,484,151,103,10,47,2,5,,,,,,,
,,,Frequency,0.431578947,0.443396226,0.426966292,,0.463157895,0.507337526,0.565543071,,0.105263158,0.049266247,0.007490637,,,,,,,,
